path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
tools/build_portal_overlay_level.py,no (local/ignored),39128,1034,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,Build BGPROF with a static portal plus tiny animated energy overlays. This is the low-video-cost alternative to full bitmap portal rotation. The static portal remains TSTBG. TSTO0..TSTO2 are sparse transparent planes with a few bright vortex streaks that the MK2 hook can show/hide in a loop.,__future__; argparse; math; collections; pathlib; build_photo_portal_level; build_umk3_level,clamp; mix_channel; boost_cyan; draw_streak_cell; build_overlay_frame; image_to_pil; pil_to_image; rotate_overlay_source; center_square; has_meaningful_alpha; key_bright_overlay; prepare_movie_overlay_source; build_image_overlay_frame; place_overlay_source; build_movie_overlay_frame; centered_on_transparent; add_pan_anchors; flip_h; left_half; mirrored_bg_source; scale_to_height; blue_tint_architecture; paste_alpha; transparent_canvas; mask_alpha_outside_y; build_perspective_layers; main,f81800bac10994f7773dab1365a5695069db51822a65e87be969f49858a8586c
tools/build_portal_sprite_stage.py,no (local/ignored),18570,458,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,Build the BGPROF portal stage from separated portal/temple/rail/floor sprites.,__future__; argparse; random; collections; pathlib; build_photo_portal_level; build_umk3_level,transparent; paste; hflip; add_pan_anchors; clamp8; quantize_channel; blue_grade; rgb555_rgb; dist2; edge_dominant_mask; fill_edge_dominant_color; stretch_floor_rows; opaque_samples; match_piece; assemble_temple_source; floor_runtime; centered_runtime; main,f0f66e68601ac5b24ff4d0fbaac2c21c66b3b33d71efb76a15c8eac88de255d4
tools/build_umk3_level.py,no (local/ignored),20744,548,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,Build a high-fidelity layered UMK3-style test level BDB/BDD. The source art already has a small color footprint. This builder keeps every tile exact after RGB555 palette conversion by assigning each tile to a local palette bank whose visible color set fits the Midway background format.,__future__; argparse; math; struct; zlib; collections; dataclasses; pathlib,Image; Layer; Tile; PaletteBin; paeth; read_png; png_chunk; write_png; rgb555_rgb; rgb555_word; alpha_over; compose; quantized_copy; extract_tiles; cluster_tiles; build_palette_entries; encode_tile_pixels; write_bdd; write_bdb; draw_indexed_viewport; diff_images; main,ed430d537e111803926d03322a1fc7a15189fa7d3c9f70fac431381685f36a6f
tools/capture_mame_fight_screenshot.py,no (local/ignored),10332,280,Emulator and validation,Inventory and text index,Retain selectively as service or specialist tool,"Launch MAME, enter an MK2 fight, and capture a real MAME screenshot. This is the live-render gate for custom stages. It intentionally uses MAME's own F12 snapshot path so the output is the emulated framebuffer with HUD and fighters, not just an offline ROM decode.",__future__; argparse; ctypes; ctypes; os; pathlib; subprocess; sys; time,KEYBDINPUT; INPUTUNION; INPUT; send_vk; foreground_window_for_pid; pngs; newest; drive_default_sequence; drive_fastboot_sequence; main,8d9a568b27ee247e325c66651e3422b8eb9b68e8039988ccef5ddd78cd8806db
tools/check_mame_screenshot.py,no (local/ignored),10058,279,Emulator and validation,Inventory and text index,Retain selectively as service or specialist tool,Compare a MAME screenshot against an expected background render. This is intentionally dependency-free so it can run in the same environment as the other MK2 proof tools. It supports the 8-bit RGB/RGBA/indexed PNGs produced by Windows screenshots and the local render scripts.,__future__; argparse; math; struct; zlib; pathlib,paeth; read_png; png_chunk; write_png; detect_content_crop; parse_crop; parse_rect; scale_nearest; masked; compare; main,5eece767949b2f59ed48566d0f94906f5badd4afe8d464a93492efd9d4fe79f5
tools/clear_outer_haven_space.py,no (local/ignored),8733,274,Promotion and game patching,Inventory and text index,Optional external-workspace adapter; not everyday authoring,"Relayout the MK2 bank-0 tail so Outer Haven owns the large KFPITPL gap. The current bank-0 tail has a large free range after KFPITPL, but CASTLEP and RDMOVE sit near the end of that range while ORNGBL/Outer Haven lives earlier. This moves the two small wrappers into the small pre-ORNGBL gap, then moves ORNGBL to the aligned tail slot after KFPITPL: CASTLEP physical 0x75F000 / LOAD2 0x05AF8000 RDMOVE physical 0x763800 / LOAD2 0x05B1C000 ORNGBL/BGPROF physical 0x7C3000 / LOAD2 0x05E18000 That gives ORNGBL a contiguous tail capacity of 249,856 bytes, using the otherwise stranded ~196 KB gap after KFPITPL and the small former CASTLEP/RDMOVE tail slots.",__future__; argparse; re; shutil; datetime; pathlib,load_from_phys; load_text; backup; replace_once; patch_lod_load; patch_orngbl_lod; patch_castlep_lod; patch_rdmove_lod; patch_imgbuild; patch_validate_orngbl; disable_ohport_payload; clean_stale_objects; payload_size; main,2a94cd54c578572020f6f1750607853208fdfb2a72bf42ae91c8f3e364ce006b
tools/convert_png_to_indexed8.py,no (local/ignored),2902,88,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,Convert RGBA/RGB PNGs to indexed PNG8 with index 0 reserved for alpha.,__future__; argparse; pathlib; PIL,convert; main,1fe7bd962e9bc25fc288a277fb63dcb95493567d80a4379f6ccad2be55112dd8
tools/disable_ohport_revx_runtime.py,no (local/ignored),988,38,Promotion and game patching,Inventory and text index,Optional external-workspace adapter; not everyday authoring,Disable the unsafe OHPORT movie_run stage hook while keeping REVX assets built.,__future__; argparse; shutil; pathlib,backup; main,f1fda71aab16ebb73a1ffe02aa9f169c4408f9c132064683c7234995432dfbac
tools/extract_portal_sheet_assets.py,no (local/ignored),25958,558,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,"Extract portal-stage layer art from the May 08 guide sheet. Input is expected to be a PNG conversion of the JPG guide sheet. On Windows: $src = ""$HOME\Downloads\Generated Image May 08, 2026 - 5_58PM.jpg"" $out = "".\tmp\portal_sheet_20260508.png"" Add-Type -AssemblyName System.Drawing $img = [System.Drawing.Image]::FromFile($src) $img.Save($out, [System.Drawing.Imaging.ImageFormat]::Png) $img.Dispose() The extractor keeps the full separated artifacts and also prepares MK2-sized runtime layers for the background proof workflow.",__future__; argparse; pathlib; build_umk3_level,transparent; crop; crop_blue_content; resize_nearest; resize_cover_crop; paste; chroma_key_gray; chroma_key_white; posterize_channels; tone_image; trim_alpha; extend_top; build_white_1807; main,93a158a97bad92b03e24faf7082fee6615955f7f2dc395fcdf0c435026de2d15
tools/fix_mk2_set_equate_format.py,no (local/ignored),1986,57,Promotion and game patching,Inventory and text index,Optional external-workspace adapter; not everyday authoring,Patch mk2-main promote_tbls.py to keep TI hex equates assembler-safe.,__future__; argparse; pathlib,main,f4a5a4a7a3f876d5ccc64489c55b051a100836f966c611f60c5eea0a93bc7db7
tools/force_bdd_8bpp.py,no (local/ignored),16447,435,Targeted imports and workarounds,Inventory and text index,Retain selectively as service or specialist tool,Force generated BDD image records to carry an 8bpp/high-index pixel. LOAD2 chooses the packed bit depth from the highest palette index used by an image. Photo stages can have a few sparse tiles that are visually part of an 8bpp stage but only use low indexes after quantization. This post-pass remaps one visible pixel per low image to a high palette slot with the same RGB555 color when possible.,__future__; argparse; struct; collections; pathlib,parse_bdb; assign_object_modules; parse_bdb_image_palettes; parse_bdd; write_bdb; rgb555_dist2; nearest_color_index; choose_high_index; force_8bpp; parse_module_limit; limit_modules_to_max_index; write_bdd; main,cb03e372d51e51355653a2222f70e1e0f253803065f89b082d1f2a0f5aa4fe62
tools/import_mkouter_img_to_bgprof.py,no (local/ignored),15796,469,Targeted imports and workarounds,Inventory and text index,Retain selectively as service or specialist tool,"Import MKOUTER.IMG temple/pillar art into a BGPROF BDB/BDD pair. The IMG frames are kept as indexed pixels with their original palette, then split into LOAD2-safe BDD tiles. This avoids the oversized-background-image case while preserving the source colors exactly.",__future__; argparse; re; struct; dataclasses; pathlib,BddImage; BddPalette; BdbObject; ImgFrame; raw_name; asm_name; read_line; parse_bdd; write_bdd; parse_bdb; write_bdb; decode_img_pixels; load_img; module_index; ensure_module; next_image_index; append_frame_tiles; parse_int; main,4346938d57f427a63423eed6e8950d69f464589fb2339f97b5df94fdd22e9d0e
tools/legacy/build_portal_mock_level.py,no (local/ignored),24303,618,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,Build a 4bpp-friendly BDB/BDD mock level from portal/temple/floor PNGs. This intentionally avoids third-party image libraries so it can run in the current tool workspace. It supports the PNG forms used by the provided assets: 8-bit indexed and 32-bit RGBA.,__future__; argparse; math; struct; zlib; collections; dataclasses; pathlib,Image; Layer; paeth; read_png; rgba_at; alpha_over; compose; color_box; median_cut_palette; nearest_color; quantize_image; rgb555; png_chunk; write_png; draw_indexed; make_tiles; make_tiles_per_layer_palette; write_bdb; write_bdd; crop_viewport; main,95f818939016585df5fc2f64af97bb709a97e17010211b4af0d3ab417d616e1a
tools/legacy/promote_umk3_layered_test.py,no (local/ignored),6836,201,Promotion and game patching,Inventory and text index,Optional external-workspace adapter; not everyday authoring,Promote the layered UMK3 BGPROF test into mk2-main.,__future__; argparse; re; pathlib,required_globals; last_label_start; generated_table_tail; generated_palette_tail; replace_table_tail; replace_palette_tail; ensure_globals; patch_bgnd; main,ca4716ae8dc7a1c791a13264f2c53d65b2ba97d55a92c9776bf70cbe6c2c01b7
tools/make_icon.py,no (local/ignored),498,19,Icon generator,Inventory and text index,Retain selectively as service or specialist tool,"Generate bddview.ico from appicon.png Sizes: 256, 48, 32, 16",PIL; os,main,745e8d53c1286cfd1c86a0cf595631564641b56e3260a42f2f797f9d989253d1
tools/mame/README.txt,no (local/ignored),3794,79,Repository configuration/documentation,Inventory and text index,Maintain as appropriate,,,,ffda1934b0c28e5454e6f0a46ac6da37fefb7a48ce7cb0bc07a88703d6442eed
tools/mame/mk2_capture_coin_page.lua,no (local/ignored),1600,60,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,b62c9a98e813bda05dffd7af6b84053a67baf3ee41ba8a2d1409b863af79a745
tools/mame/mk2_capture_midway_presents.lua,no (local/ignored),4181,158,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,c371b1c67c09989ad428069395a8dabffa39aea6546716b42e3dcf784e2ae634
tools/mame/mk2_capture_outer_haven_visual.lua,no (local/ignored),3522,148,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,acd1a3ada7160ebdbcdf3d67596126f2ecd2eb152e7d29878b9718acf98e7428
tools/mame/mk2_drive_first_match.lua,no (local/ignored),11750,447,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,305ced037cdb254918b308486627a75b41fd5c2797c4ac0271e7249cb2867597
tools/mame/mk2_drive_first_match_neutral.lua,no (local/ignored),3020,123,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,d0f0517594c0b398253828e99dce746dc3189adfd0b287f39f3b65f347d05c5c
tools/mame/mk2_drive_outer_haven_fatality.lua,no (local/ignored),8142,328,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,b0069a52d21006521ba476bd82756c1b2bfc661ccde8cb75ad12ce214d782fa7
tools/mame/mk2_drive_outer_haven_fatality_debug.lua,no (local/ignored),7649,302,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,7dc1b6f2675a689a495dc3fdc727d63ff5449102615f03d1bbc7f68e80f4893f
tools/mame/mk2_drive_outer_haven_fatality_dump.lua,no (local/ignored),15795,596,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,c9b403edab71694118d2067816180a1dba6cefa201556da58c5a42608b70d4c2
tools/mame/mk2_dump_memory_regions.lua,no (local/ignored),1058,32,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,7c8cffc0a99d6a691a4a70e58f06b597ca3800fd4248e689026863b06e499f8f
tools/mame/mk2_dump_ports.lua,no (local/ignored),579,24,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,74805a9f068c0a3598bd45835d3c3c77f85067f001f3a38879558568989c1dc6
tools/mame/mk2_dump_screen_api.lua,no (local/ignored),500,22,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,3049546250eac015eb2b611a73b0cc35855de38ab8ba0390f7f698a19ee4057c
tools/mame/mk2_probe_curback.lua,no (local/ignored),666,21,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,11096742f7b3b64515787107e623ee5809c3de0e0b3a47ef7162fc16f4eea26d
tools/mame/mk2_probe_video_region.lua,no (local/ignored),826,32,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,e7bd33ea9008c3ac1fd8153579706bbd6a999074173d8e0c3f246cb8d5316774
tools/mame/mk2_test_snapshot_api.lua,no (local/ignored),569,14,MAME local experiment,Inventory and text index,Versioned optional verification adapter or historical reference,"Stage/build-specific memory, capture, or input helper",,,75c5e7f86570a2a30640c0e24aec96f62c7bbbff6fefb53871b827a0aec33ae3
tools/mk2_movie_bin.py,no (local/ignored),6823,199,Movie encoder,Inventory and text index,Retain selectively as service or specialist tool,"Build a Midway/MK2 movie .BIN from PNG frames. This is a proof-oriented encoder: it writes valid movie headers, RGB555 palette data, tiny legal decode trees, and then stores every pixel as a literal. The output is larger than the original PKZIP/implode pipeline, but it is enough to prove REVX/movie playback without depending on the lost DOS tools.",__future__; argparse; struct; pathlib; PIL,parse_size; center_crop_square; rgb555_word; BitWriter; legal_one_symbol_tree; literal_stream; load_and_quantize_frames; write_movie_bin; write_lod; main,b1d203cd2b159a8e70082bc071df27f544048e2095da73828331b82f4fdc75ee
tools/mk2_stage_kit.py,no (local/ignored),60961,1486,Stage orchestration,Detailed relevant sections inspected,Separate generic adapter from stage recipes,Config-driven MK2/BGPROF stage kit workflow. This is the reusable form of the custom-stage path proven with Outer Haven: tracked source layers -> BDB/BDD -> LOAD2/MK2 promotion -> MAME package -> ROM-byte preview.,__future__; argparse; json; math; re; shutil; struct; subprocess; sys; pathlib; typing,resolve_path; rel; read_config; write_config; stage_path; stage_name; display_name; write_empty_stage_files; run; run_mk2_load2_bootstrap; clean_mk2_asm_outputs; external_oimg_config; patch_orngbl_lod_external_oimg; prepare_external_oimg; img_raw_name; read_img_palettes; format_palette_words; split_asm_values; normalize_oimg_table_records; patch_external_oimg_table_palette; external_oimg_promote_args; require_sources; run_img_import; _png_size; validate_source_shapes; _prepared_path; _needs_prepare; _needs_prepare_size; _needs_alpha_clean; _alpha_binarize; prepare_source_shapes; print_paths; rebuild; copy_to_mk2; patch_mk2_stage_name; promote; package; rom_preview; init_stage; add_config_arg; add_promote_args; main,3d46f3b498c7f55eb160533bdee71632e5e68e1840c9008d1be59c67a12876f1
